"CLDR.Short.Name";"Code";"R.Encoding"
"woman tipping hand: medium skin tone";"U+1F481 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><92><81> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: medium-dark skin tone";"U+1F481 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><92><81> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman tipping hand: dark skin tone";"U+1F481 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><92><81> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person raising hand";"U+1F64B";"<f0><9f><99><8b>"
"person raising hand: light skin tone";"U+1F64B U+1F3FB";"<f0><9f><99><8b> <f0><9f><8f><bb>"
"person raising hand: medium-light skin tone";"U+1F64B U+1F3FC";"<f0><9f><99><8b> <f0><9f><8f><bc>"
"person raising hand: medium skin tone";"U+1F64B U+1F3FD";"<f0><9f><99><8b> <f0><9f><8f><bd>"
"person raising hand: medium-dark skin tone";"U+1F64B U+1F3FE";"<f0><9f><99><8b> <f0><9f><8f><be>"
"person raising hand: dark skin tone";"U+1F64B U+1F3FF";"<f0><9f><99><8b> <f0><9f><8f><bf>"
"man raising hand";"U+1F64B U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: light skin tone";"U+1F64B U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium-light skin tone";"U+1F64B U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium skin tone";"U+1F64B U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: medium-dark skin tone";"U+1F64B U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man raising hand: dark skin tone";"U+1F64B U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman raising hand";"U+1F64B U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: light skin tone";"U+1F64B U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium-light skin tone";"U+1F64B U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium skin tone";"U+1F64B U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: medium-dark skin tone";"U+1F64B U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman raising hand: dark skin tone";"U+1F64B U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><99><8b> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person bowing";"U+1F647";"<f0><9f><99><87>"
"person bowing: light skin tone";"U+1F647 U+1F3FB";"<f0><9f><99><87> <f0><9f><8f><bb>"
"person bowing: medium-light skin tone";"U+1F647 U+1F3FC";"<f0><9f><99><87> <f0><9f><8f><bc>"
"person bowing: medium skin tone";"U+1F647 U+1F3FD";"<f0><9f><99><87> <f0><9f><8f><bd>"
"person bowing: medium-dark skin tone";"U+1F647 U+1F3FE";"<f0><9f><99><87> <f0><9f><8f><be>"
"person bowing: dark skin tone";"U+1F647 U+1F3FF";"<f0><9f><99><87> <f0><9f><8f><bf>"
"man bowing";"U+1F647 U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: light skin tone";"U+1F647 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium-light skin tone";"U+1F647 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium skin tone";"U+1F647 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: medium-dark skin tone";"U+1F647 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man bowing: dark skin tone";"U+1F647 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman bowing";"U+1F647 U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: light skin tone";"U+1F647 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium-light skin tone";"U+1F647 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium skin tone";"U+1F647 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: medium-dark skin tone";"U+1F647 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman bowing: dark skin tone";"U+1F647 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><99><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person facepalming";"U+1F926";"<f0><9f><a4><a6>"
"person facepalming: light skin tone";"U+1F926 U+1F3FB";"<f0><9f><a4><a6> <f0><9f><8f><bb>"
"person facepalming: medium-light skin tone";"U+1F926 U+1F3FC";"<f0><9f><a4><a6> <f0><9f><8f><bc>"
"person facepalming: medium skin tone";"U+1F926 U+1F3FD";"<f0><9f><a4><a6> <f0><9f><8f><bd>"
"person facepalming: medium-dark skin tone";"U+1F926 U+1F3FE";"<f0><9f><a4><a6> <f0><9f><8f><be>"
"person facepalming: dark skin tone";"U+1F926 U+1F3FF";"<f0><9f><a4><a6> <f0><9f><8f><bf>"
"man facepalming";"U+1F926 U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: light skin tone";"U+1F926 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium-light skin tone";"U+1F926 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium skin tone";"U+1F926 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: medium-dark skin tone";"U+1F926 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man facepalming: dark skin tone";"U+1F926 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman facepalming";"U+1F926 U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: light skin tone";"U+1F926 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium-light skin tone";"U+1F926 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium skin tone";"U+1F926 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: medium-dark skin tone";"U+1F926 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman facepalming: dark skin tone";"U+1F926 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><a4><a6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person shrugging";"U+1F937";"<f0><9f><a4><b7>"
"person shrugging: light skin tone";"U+1F937 U+1F3FB";"<f0><9f><a4><b7> <f0><9f><8f><bb>"
"person shrugging: medium-light skin tone";"U+1F937 U+1F3FC";"<f0><9f><a4><b7> <f0><9f><8f><bc>"
"person shrugging: medium skin tone";"U+1F937 U+1F3FD";"<f0><9f><a4><b7> <f0><9f><8f><bd>"
"person shrugging: medium-dark skin tone";"U+1F937 U+1F3FE";"<f0><9f><a4><b7> <f0><9f><8f><be>"
"person shrugging: dark skin tone";"U+1F937 U+1F3FF";"<f0><9f><a4><b7> <f0><9f><8f><bf>"
"man shrugging";"U+1F937 U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: light skin tone";"U+1F937 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium-light skin tone";"U+1F937 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium skin tone";"U+1F937 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: medium-dark skin tone";"U+1F937 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man shrugging: dark skin tone";"U+1F937 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman shrugging";"U+1F937 U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: light skin tone";"U+1F937 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium-light skin tone";"U+1F937 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium skin tone";"U+1F937 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: medium-dark skin tone";"U+1F937 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman shrugging: dark skin tone";"U+1F937 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><a4><b7> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person getting massage";"U+1F486";"<f0><9f><92><86>"
"person getting massage: light skin tone";"U+1F486 U+1F3FB";"<f0><9f><92><86> <f0><9f><8f><bb>"
"person getting massage: medium-light skin tone";"U+1F486 U+1F3FC";"<f0><9f><92><86> <f0><9f><8f><bc>"
"person getting massage: medium skin tone";"U+1F486 U+1F3FD";"<f0><9f><92><86> <f0><9f><8f><bd>"
"person getting massage: medium-dark skin tone";"U+1F486 U+1F3FE";"<f0><9f><92><86> <f0><9f><8f><be>"
"person getting massage: dark skin tone";"U+1F486 U+1F3FF";"<f0><9f><92><86> <f0><9f><8f><bf>"
"man getting massage";"U+1F486 U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: light skin tone";"U+1F486 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium-light skin tone";"U+1F486 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium skin tone";"U+1F486 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: medium-dark skin tone";"U+1F486 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting massage: dark skin tone";"U+1F486 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman getting massage";"U+1F486 U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: light skin tone";"U+1F486 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium-light skin tone";"U+1F486 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium skin tone";"U+1F486 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: medium-dark skin tone";"U+1F486 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting massage: dark skin tone";"U+1F486 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><92><86> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person getting haircut";"U+1F487";"<f0><9f><92><87>"
"person getting haircut: light skin tone";"U+1F487 U+1F3FB";"<f0><9f><92><87> <f0><9f><8f><bb>"
"person getting haircut: medium-light skin tone";"U+1F487 U+1F3FC";"<f0><9f><92><87> <f0><9f><8f><bc>"
"person getting haircut: medium skin tone";"U+1F487 U+1F3FD";"<f0><9f><92><87> <f0><9f><8f><bd>"
"person getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE";"<f0><9f><92><87> <f0><9f><8f><be>"
"person getting haircut: dark skin tone";"U+1F487 U+1F3FF";"<f0><9f><92><87> <f0><9f><8f><bf>"
"man getting haircut";"U+1F487 U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: light skin tone";"U+1F487 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium-light skin tone";"U+1F487 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium skin tone";"U+1F487 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man getting haircut: dark skin tone";"U+1F487 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman getting haircut";"U+1F487 U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: light skin tone";"U+1F487 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium-light skin tone";"U+1F487 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium skin tone";"U+1F487 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: medium-dark skin tone";"U+1F487 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman getting haircut: dark skin tone";"U+1F487 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><92><87> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person walking";"U+1F6B6";"<f0><9f><9a><b6>"
"person walking: light skin tone";"U+1F6B6 U+1F3FB";"<f0><9f><9a><b6> <f0><9f><8f><bb>"
"person walking: medium-light skin tone";"U+1F6B6 U+1F3FC";"<f0><9f><9a><b6> <f0><9f><8f><bc>"
"person walking: medium skin tone";"U+1F6B6 U+1F3FD";"<f0><9f><9a><b6> <f0><9f><8f><bd>"
"person walking: medium-dark skin tone";"U+1F6B6 U+1F3FE";"<f0><9f><9a><b6> <f0><9f><8f><be>"
"person walking: dark skin tone";"U+1F6B6 U+1F3FF";"<f0><9f><9a><b6> <f0><9f><8f><bf>"
"man walking";"U+1F6B6 U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: light skin tone";"U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium-light skin tone";"U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium skin tone";"U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: medium-dark skin tone";"U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man walking: dark skin tone";"U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman walking";"U+1F6B6 U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: light skin tone";"U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: medium-light skin tone";"U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: medium skin tone";"U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: medium-dark skin tone";"U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman walking: dark skin tone";"U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><9a><b6> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"person running";"U+1F3C3";"<f0><9f><8f><83>"
"person running: light skin tone";"U+1F3C3 U+1F3FB";"<f0><9f><8f><83> <f0><9f><8f><bb>"
"person running: medium-light skin tone";"U+1F3C3 U+1F3FC";"<f0><9f><8f><83> <f0><9f><8f><bc>"
"person running: medium skin tone";"U+1F3C3 U+1F3FD";"<f0><9f><8f><83> <f0><9f><8f><bd>"
"person running: medium-dark skin tone";"U+1F3C3 U+1F3FE";"<f0><9f><8f><83> <f0><9f><8f><be>"
"person running: dark skin tone";"U+1F3C3 U+1F3FF";"<f0><9f><8f><83> <f0><9f><8f><bf>"
"man running";"U+1F3C3 U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man running: light skin tone";"U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man running: medium-light skin tone";"U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man running: medium skin tone";"U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man running: medium-dark skin tone";"U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"man running: dark skin tone";"U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"woman running";"U+1F3C3 U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman running: light skin tone";"U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bb> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman running: medium-light skin tone";"U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bc> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman running: medium skin tone";"U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bd> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman running: medium-dark skin tone";"U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><be> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman running: dark skin tone";"U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F";"<f0><9f><8f><83> <f0><9f><8f><bf> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"woman dancing";"U+1F483";"<f0><9f><92><83>"
"woman dancing: light skin tone";"U+1F483 U+1F3FB";"<f0><9f><92><83> <f0><9f><8f><bb>"
"woman dancing: medium-light skin tone";"U+1F483 U+1F3FC";"<f0><9f><92><83> <f0><9f><8f><bc>"
"woman dancing: medium skin tone";"U+1F483 U+1F3FD";"<f0><9f><92><83> <f0><9f><8f><bd>"
"woman dancing: medium-dark skin tone";"U+1F483 U+1F3FE";"<f0><9f><92><83> <f0><9f><8f><be>"
"woman dancing: dark skin tone";"U+1F483 U+1F3FF";"<f0><9f><92><83> <f0><9f><8f><bf>"
"man dancing";"U+1F57A";"<f0><9f><95><ba>"
"man dancing: light skin tone";"U+1F57A U+1F3FB";"<f0><9f><95><ba> <f0><9f><8f><bb>"
"man dancing: medium-light skin tone";"U+1F57A U+1F3FC";"<f0><9f><95><ba> <f0><9f><8f><bc>"
"man dancing: medium skin tone";"U+1F57A U+1F3FD";"<f0><9f><95><ba> <f0><9f><8f><bd>"
"man dancing: medium-dark skin tone";"U+1F57A U+1F3FE";"<f0><9f><95><ba> <f0><9f><8f><be>"
"man dancing: dark skin tone";"U+1F57A U+1F3FF";"<f0><9f><95><ba> <f0><9f><8f><bf>"
"people with bunny ears";"U+1F46F";"<f0><9f><91><af>"
"men with bunny ears";"U+1F46F U+200D U+2642 U+FE0F";"<f0><9f><91><af> <f0><82><80><8d> <f0><82><99><82> <f0><8f><b8><8f>"
"women with bunny ears";"U+1F46F U+200D U+2640 U+FE0F";"<f0><9f><91><af> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
"⊛ person in steamy room";"U+1F9D6";"<f0><9f><a7><96>"
"⊛ person in steamy room: light skin tone";"U+1F9D6 U+1F3FB";"<f0><9f><a7><96> <f0><9f><8f><bb>"
"⊛ person in steamy room: medium-light skin tone";"U+1F9D6 U+1F3FC";"<f0><9f><a7><96> <f0><9f><8f><bc>"
"⊛ person in steamy room: medium skin tone";"U+1F9D6 U+1F3FD";"<f0><9f><a7><96> <f0><9f><8f><bd>"
"⊛ person in steamy room: medium-dark skin tone";"U+1F9D6 U+1F3FE";"<f0><9f><a7><96> <f0><9f><8f><be>"
"⊛ person in steamy room: dark skin tone";"U+1F9D6 U+1F3FF";"<f0><9f><a7><96> <f0><9f><8f><bf>"
"⊛ woman in steamy room";"U+1F9D6 U+200D U+2640 U+FE0F";"<f0><9f><a7><96> <f0><82><80><8d> <f0><82><99><80> <f0><8f><b8><8f>"
